"Source location: ""WHO Mortality Database portal""",,,,,,,,
Indicator metadata: I11-I15,,,,,,,,
Country Code,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
USA,2006,All,Age05_09,[5-9],1,0.03656307,,0.0050736
USA,2006,All,Age10_14,[10-14],3,0.08787346,,0.01454376
USA,2006,All,Age15_19,[15-19],11,0.08006405,,0.05158462
USA,2006,All,Age20_24,[20-24],64,0.30261478,,0.30315604
USA,2006,All,Age25_29,[25-29],127,0.60771366,,0.61324572
USA,2006,All,Age30_34,[30-34],257,1.16511016,,1.30413829
USA,2006,All,Age35_39,[35-39],553,1.75549983,,2.61024078
USA,2006,All,Age40_44,[40-44],1091,2.11663821,,4.85295135
USA,2006,All,Age45_49,[45-49],1829,2.30736237,,8.02278524
USA,2006,All,Age50_54,[50-54],2473,2.33820262,,12.07483861
USA,2006,All,Age55_59,[55-59],2693,2.02392941,,14.77685603
USA,2006,All,Age60_64,[60-64],2598,1.75121668,,19.44285082
USA,2006,All,Age65_69,[65-69],2624,1.52660209,,25.29021583
USA,2006,All,Age70_74,[70-74],2973,1.36242404,,34.80738858
USA,2006,All,Age75_79,[75-79],4151,1.39429117,,56.23878628
USA,2006,All,Age80_84,[80-84],5901,1.59645701,,104.1537232
USA,2006,All,Age85_over,[85+],15184,2.16298145,,286.6627259
USA,2006,All,Age_unknown,[Unknown],2,0.90909091,,
USA,2006,Male,Age_all,[All],19286,1.60451387,9.65791476,13.0741771
USA,2006,Male,Age00,[0],1,0.00625782,,0.04732608
USA,2006,Male,Age01_04,[1-4],0,0,,0
USA,2006,Male,Age05_09,[5-9],0,0,,0
USA,2006,Male,Age10_14,[10-14],2,0.09643202,,0.01893442
USA,2006,Male,Age15_19,[15-19],5,0.05041339,,0.04572531
USA,2006,Male,Age20_24,[20-24],49,0.303368,,0.44912553
USA,2006,Male,Age25_29,[25-29],93,0.61256751,,0.87866239
USA,2006,Male,Age30_34,[30-34],177,1.17921386,,1.77347903
USA,2006,Male,Age35_39,[35-39],406,2.01668985,,3.81223772
USA,2006,Male,Age40_44,[40-44],703,2.19557138,,6.27657892
USA,2006,Male,Age45_49,[45-49],1263,2.57655195,,11.21484771
USA,2006,Male,Age50_54,[50-54],1643,2.48352379,,16.38449698
USA,2006,Male,Age55_59,[55-59],1752,2.15299539,,19.80714936
USA,2006,Male,Age60_64,[60-64],1636,1.86721755,,25.64830561
USA,2006,Male,Age65_69,[65-69],1524,1.54369758,,31.49513871
USA,2006,Male,Age70_74,[70-74],1534,1.28423009,,40.03732293
USA,2006,Male,Age75_79,[75-79],1952,1.2656094,,62.58155319
USA,2006,Male,Age80_84,[80-84],2395,1.38365725,,109.9026662
USA,2006,Male,Age85_over,[85+],4149,1.71738663,,245.7533653
USA,2006,Male,Age_unknown,[Unknown],2,1.16959064,,
USA,2006,Female,Age_all,[All],23251,1.89910276,7.01365783,15.30815821
USA,2006,Female,Age00,[0],0,0,,0
USA,2006,Female,Age01_04,[1-4],1,0.04784689,,0.01256483
USA,2006,Female,Age05_09,[5-9],1,0.08445946,,0.01038148
USA,2006,Female,Age10_14,[10-14],1,0.07462687,,0.00993579
USA,2006,Female,Age15_19,[15-19],6,0.15702696,,0.0577516
USA,2006,Female,Age20_24,[20-24],15,0.30018011,,0.14704225
USA,2006,Female,Age25_29,[25-29],34,0.59482155,,0.3357955
USA,2006,Female,Age30_34,[30-34],80,1.13507378,,0.82252772
USA,2006,Female,Age35_39,[35-39],147,1.29298971,,1.39523335
USA,2006,Female,Age40_44,[40-44],388,1.9871959,,3.4394736
USA,2006,Female,Age45_49,[45-49],566,1.87113624,,4.90650209
USA,2006,Female,Age50_54,[50-54],830,2.09548335,,7.94043108
USA,2006,Female,Age55_59,[55-59],941,1.82071474,,10.03288783
USA,2006,Female,Age60_64,[60-64],962,1.58387803,,13.77503365
USA,2006,Female,Age65_69,[65-69],1100,1.5035333,,19.867387
USA,2006,Female,Age70_74,[70-74],1439,1.45699387,,30.55289271
USA,2006,Female,Age75_79,[75-79],2199,1.53261779,,51.59674201
USA,2006,Female,Age80_84,[80-84],3506,1.78386987,,100.5603673
USA,2006,Female,Age85_over,[85+],11035,2.39679761,,305.8024314
USA,2006,Female,Age_unknown,[Unknown],0,0,,
USA,2007,All,Age_all,[All],43324,1.78737115,8.39234029,14.36567912
USA,2007,All,Age00,[0],2,0.00686318,,0.04648564
USA,2007,All,Age01_04,[1-4],1,0.0212585,,0.00601725
USA,2007,All,Age05_09,[5-9],0,0,,0
USA,2007,All,Age10_14,[10-14],0,0,,0
USA,2007,All,Age15_19,[15-19],10,0.07518232,,0.04637707
USA,2007,All,Age20_24,[20-24],51,0.24649589,,0.24037206
USA,2007,All,Age25_29,[25-29],144,0.68777762,,0.68511621
USA,2007,All,Age30_34,[30-34],283,1.30728012,,1.46232644
USA,2007,All,Age35_39,[35-39],552,1.78692823,,2.62948348
USA,2007,All,Age40_44,[40-44],1082,2.2200792,,4.9501089
USA,2007,All,Age45_49,[45-49],1831,2.35498392,,8.03539682
USA,2007,All,Age50_54,[50-54],2479,2.31771052,,11.82589139
USA,2007,All,Age55_59,[55-59],2773,2.09319354,,15.22874141
USA,2007,All,Age60_64,[60-64],2820,1.82336624,,19.50389829
USA,2007,All,Age65_69,[65-69],2663,1.52166211,,24.7805945
USA,2007,All,Age70_74,[70-74],3126,1.45889337,,36.1680307
USA,2007,All,Age75_79,[75-79],4062,1.40531751,,54.60214634
USA,2007,All,Age80_84,[80-84],5882,1.61741818,,101.8666254
USA,2007,All,Age85_over,[85+],15561,2.18043785,,295.5917115
USA,2007,All,Age_unknown,[Unknown],2,0.99502488,,
USA,2007,Male,Age_all,[All],19740,1.63938511,9.7626175,13.28290209
USA,2007,Male,Age00,[0],2,0.01227521,,0.09085136
USA,2007,Male,Age01_04,[1-4],1,0.03795066,,0.01177035
USA,2007,Male,Age05_09,[5-9],0,0,,0
USA,2007,Male,Age10_14,[10-14],0,0,,0
USA,2007,Male,Age15_19,[15-19],7,0.07322942,,0.06326277
USA,2007,Male,Age20_24,[20-24],36,0.22838292,,0.32878622
USA,2007,Male,Age25_29,[25-29],95,0.62863949,,0.88607996
USA,2007,Male,Age30_34,[30-34],186,1.26625366,,1.89602485
USA,2007,Male,Age35_39,[35-39],384,1.94292653,,3.63481196
USA,2007,Male,Age40_44,[40-44],737,2.42777613,,6.76374336
USA,2007,Male,Age45_49,[45-49],1248,2.60472106,,11.0789976
USA,2007,Male,Age50_54,[50-54],1659,2.49248798,,16.15907307
USA,2007,Male,Age55_59,[55-59],1811,2.21930835,,20.50306204
USA,2007,Male,Age60_64,[60-64],1811,1.96775105,,26.18386189
USA,2007,Male,Age65_69,[65-69],1578,1.57007114,,31.459719
USA,2007,Male,Age70_74,[70-74],1586,1.34550452,,40.71003852
USA,2007,Male,Age75_79,[75-79],1916,1.28003848,,60.32149215
USA,2007,Male,Age80_84,[80-84],2356,1.37661852,,104.9691486
USA,2007,Male,Age85_over,[85+],4325,1.73777131,,264.3576781
USA,2007,Male,Age_unknown,[Unknown],2,1.28205128,,
USA,2007,Female,Age_all,[All],23584,1.93345549,7.03414331,15.41762455
USA,2007,Female,Age00,[0],0,0,,0
USA,2007,Female,Age01_04,[1-4],0,0,,0
USA,2007,Female,Age05_09,[5-9],0,0,,0
USA,2007,Female,Age10_14,[10-14],0,0,,0
USA,2007,Female,Age15_19,[15-19],3,0.08017103,,0.02857844
USA,2007,Female,Age20_24,[20-24],15,0.3044449,,0.14608857
USA,2007,Female,Age25_29,[25-29],49,0.84120172,,0.47586898
USA,2007,Female,Age30_34,[30-34],97,1.39387843,,1.01648103
USA,2007,Female,Age35_39,[35-39],168,1.50984093,,1.61101505
USA,2007,Female,Age40_44,[40-44],345,1.87704026,,3.14730137
USA,2007,Female,Age45_49,[45-49],583,1.95394979,,5.0598323
USA,2007,Female,Age50_54,[50-54],820,2.02975321,,7.66655999
USA,2007,Female,Age55_59,[55-59],962,1.89090909,,10.26006054
USA,2007,Female,Age60_64,[60-64],1009,1.61117764,,13.37810557
USA,2007,Female,Age65_69,[65-69],1085,1.45635629,,18.93419173
USA,2007,Female,Age70_74,[70-74],1540,1.59754352,,32.44053744
USA,2007,Female,Age75_79,[75-79],2146,1.53987457,,50.34067926
USA,2007,Female,Age80_84,[80-84],3526,1.831479,,99.89381678
USA,2007,Female,Age85_over,[85+],11236,2.41747744,,309.6754279
USA,2007,Female,Age_unknown,[Unknown],0,0,,
USA,2008,All,Age_all,[All],44850,1.81433213,8.67667818,14.77827584
USA,2008,All,Age00,[0],1,0.00356278,,0.02301892
USA,2008,All,Age01_04,[1-4],0,0,,0
USA,2008,All,Age05_09,[5-9],2,0.07993605,,0.00990783
USA,2008,All,Age10_14,[10-14],0,0,,0
USA,2008,All,Age15_19,[15-19],13,0.10477956,,0.05896794
USA,2008,All,Age20_24,[20-24],59,0.2981153,,0.27659257
USA,2008,All,Age25_29,[25-29],140,0.67353026,,0.6920523
USA,2008,All,Age30_34,[30-34],317,1.47517334,,1.61672244
USA,2008,All,Age35_39,[35-39],594,1.98901688,,2.94372096
USA,2008,All,Age40_44,[40-44],1095,2.3545349,,5.07118085
USA,2008,All,Age45_49,[45-49],1988,2.56791144,,8.7790117
USA,2008,All,Age50_54,[50-54],2642,2.42107675,,12.33630985
USA,2008,All,Age55_59,[55-59],2959,2.19660302,,15.76006691
USA,2008,All,Age60_64,[60-64],3091,1.91424006,,20.40315337
USA,2008,All,Age65_69,[65-69],2800,1.52630144,,24.98707142
USA,2008,All,Age70_74,[70-74],3208,1.47068936,,36.14347744
USA,2008,All,Age75_79,[75-79],4101,1.42708007,,56.5566398
USA,2008,All,Age80_84,[80-84],5753,1.57104236,,101.6536341
USA,2008,All,Age85_over,[85+],16082,2.15955343,,307.3584659
USA,2008,All,Age_unknown,[Unknown],5,3.62318841,,
USA,2008,Male,Age_all,[All],20772,1.69397949,10.04192524,13.86381455
USA,2008,Male,Age00,[0],1,0.00637877,,0.04501384
USA,2008,Male,Age01_04,[1-4],0,0,,0
USA,2008,Male,Age05_09,[5-9],1,0.07163324,,0.00969129
USA,2008,Male,Age10_14,[10-14],0,0,,0
USA,2008,Male,Age15_19,[15-19],8,0.08930565,,0.07072018
USA,2008,Male,Age20_24,[20-24],44,0.29199018,,0.40394589
USA,2008,Male,Age25_29,[25-29],100,0.66662223,,0.97985458
USA,2008,Male,Age30_34,[30-34],231,1.57840793,,2.35766924
USA,2008,Male,Age35_39,[35-39],422,2.20896147,,4.16366191
USA,2008,Male,Age40_44,[40-44],721,2.52256665,,6.60950226
USA,2008,Male,Age45_49,[45-49],1305,2.75671222,,11.51384675
USA,2008,Male,Age50_54,[50-54],1748,2.58201746,,16.53139078
USA,2008,Male,Age55_59,[55-59],1960,2.34947197,,21.45108021
USA,2008,Male,Age60_64,[60-64],1957,2.03582723,,27.11663186
USA,2008,Male,Age65_69,[65-69],1641,1.55688168,,31.23284668
USA,2008,Male,Age70_74,[70-74],1707,1.42248815,,41.58154062
USA,2008,Male,Age75_79,[75-79],2007,1.34506608,,64.20099037
USA,2008,Male,Age80_84,[80-84],2302,1.3329859,,102.1390635
USA,2008,Male,Age85_over,[85+],4614,1.7662461,,269.6342406
USA,2008,Male,Age_unknown,[Unknown],3,3.19148936,,
USA,2008,Female,Age_all,[All],24078,1.9327976,7.29389104,15.66995317
USA,2008,Female,Age00,[0],0,0,,0
USA,2008,Female,Age01_04,[1-4],0,0,,0
USA,2008,Female,Age05_09,[5-9],1,0.09041591,,0.0101344
USA,2008,Female,Age10_14,[10-14],0,0,,0
USA,2008,Female,Age15_19,[15-19],5,0.14496956,,0.04658294
USA,2008,Female,Age20_24,[20-24],15,0.31766201,,0.14370095
USA,2008,Female,Age25_29,[25-29],40,0.69144339,,0.39904186
USA,2008,Female,Age30_34,[30-34],86,1.25474176,,0.87668239
USA,2008,Female,Age35_39,[35-39],172,1.59851301,,1.71260685
USA,2008,Female,Age40_44,[40-44],374,2.08658782,,3.50056945
USA,2008,Female,Age45_49,[45-49],683,2.27076268,,6.03854163
USA,2008,Female,Age50_54,[50-54],894,2.15806498,,8.24524342
USA,2008,Female,Age55_59,[55-59],999,1.94793799,,10.36494247
USA,2008,Female,Age60_64,[60-64],1134,1.73537783,,14.29523364
USA,2008,Female,Age65_69,[65-69],1159,1.48500263,,19.47314311
USA,2008,Female,Age70_74,[70-74],1501,1.52963476,,31.46336949
USA,2008,Female,Age75_79,[75-79],2094,1.51565599,,50.7618397
USA,2008,Female,Age80_84,[80-84],3451,1.78350862,,101.3277131
USA,2008,Female,Age85_over,[85+],11468,2.37207292,,325.6476179
USA,2008,Female,Age_unknown,[Unknown],2,4.54545455,,
USA,2009,All,Age_all,[All],45366,1.86083027,8.66956265,14.81060375
USA,2009,All,Age00,[0],0,0,,0
USA,2009,All,Age01_04,[1-4],2,0.04475274,,0.0119795
USA,2009,All,Age05_09,[5-9],1,0.03943218,,0.00488471
USA,2009,All,Age10_14,[10-14],2,0.06365372,,0.00956242
USA,2009,All,Age15_19,[15-19],14,0.12118065,,0.06317656
USA,2009,All,Age20_24,[20-24],73,0.38548873,,0.3389026
USA,2009,All,Age25_29,[25-29],145,0.70170345,,0.70657341
USA,2009,All,Age30_34,[30-34],343,1.5635684,,1.74033334
USA,2009,All,Age35_39,[35-39],587,1.98579161,,2.92503382
USA,2009,All,Age40_44,[40-44],1130,2.49883903,,5.32039013
USA,2009,All,Age45_49,[45-49],1960,2.56282853,,8.67299772
USA,2009,All,Age50_54,[50-54],2761,2.48202086,,12.64975482
USA,2009,All,Age55_59,[55-59],3179,2.30688291,,16.52617769
USA,2009,All,Age60_64,[60-64],3338,2.01473935,,20.92365461
USA,2009,All,Age65_69,[65-69],2967,1.59651747,,25.42001716
USA,2009,All,Age70_74,[70-74],3219,1.49502587,,35.35616587
USA,2009,All,Age75_79,[75-79],3949,1.43579638,,54.59734836
USA,2009,All,Age80_84,[80-84],5750,1.62988789,,100.0956915
USA,2009,All,Age85_over,[85+],15943,2.17436667,,298.6081001
USA,2009,All,Age_unknown,[Unknown],3,1.1627907,,
USA,2009,Male,Age_all,[All],21393,1.75646018,10.1312904,14.14465406
USA,2009,Male,Age00,[0],0,0,,0
USA,2009,Male,Age01_04,[1-4],2,0.07971303,,0.02343098
USA,2009,Male,Age05_09,[5-9],0,0,,0
USA,2009,Male,Age10_14,[10-14],2,0.10764263,,0.01867746
USA,2009,Male,Age15_19,[15-19],5,0.06098305,,0.04396442
USA,2009,Male,Age20_24,[20-24],50,0.35293287,,0.45460307
USA,2009,Male,Age25_29,[25-29],94,0.6433509,,0.90771275
USA,2009,Male,Age30_34,[30-34],244,1.66359855,,2.47654916
USA,2009,Male,Age35_39,[35-39],413,2.19435737,,4.11218192
USA,2009,Male,Age40_44,[40-44],746,2.68113859,,6.95370362
USA,2009,Male,Age45_49,[45-49],1312,2.82661151,,11.57814329
USA,2009,Male,Age50_54,[50-54],1837,2.68147781,,17.02550601
USA,2009,Male,Age55_59,[55-59],2140,2.50970458,,22.83096254
USA,2009,Male,Age60_64,[60-64],2135,2.15678351,,28.00035253
USA,2009,Male,Age65_69,[65-69],1785,1.66442878,,32.74782305
USA,2009,Male,Age70_74,[70-74],1725,1.45402745,,40.78071065
USA,2009,Male,Age75_79,[75-79],1868,1.30386833,,59.51059228
USA,2009,Male,Age80_84,[80-84],2376,1.41570985,,103.3454164
USA,2009,Male,Age85_over,[85+],4656,1.77156816,,264.9755882
USA,2009,Male,Age_unknown,[Unknown],3,1.67597765,,
USA,2009,Female,Age_all,[All],23973,1.9650306,7.20686883,15.46015335
USA,2009,Female,Age00,[0],0,0,,0
USA,2009,Female,Age01_04,[1-4],0,0,,0
USA,2009,Female,Age05_09,[5-9],1,0.08841733,,0.00999411
USA,2009,Female,Age10_14,[10-14],0,0,,0
USA,2009,Female,Age15_19,[15-19],9,0.26833631,,0.08343236
USA,2009,Female,Age20_24,[20-24],23,0.48218029,,0.21818699
USA,2009,Female,Age25_29,[25-29],51,0.84255741,,0.50168112
USA,2009,Female,Age30_34,[30-34],99,1.36176066,,1.00442179
USA,2009,Female,Age35_39,[35-39],174,1.62026259,,1.73569928
USA,2009,Female,Age40_44,[40-44],384,2.20727712,,3.6533545
USA,2009,Female,Age45_49,[45-49],648,2.15554521,,5.75123971
USA,2009,Female,Age50_54,[50-54],924,2.16226336,,8.3719843
USA,2009,Female,Age55_59,[55-59],1039,1.97769149,,10.53438748
USA,2009,Female,Age60_64,[60-64],1203,1.80389569,,14.44456678
USA,2009,Female,Age65_69,[65-69],1182,1.50387419,,18.9994522
USA,2009,Female,Age70_74,[70-74],1494,1.54533606,,30.64856801
USA,2009,Female,Age75_79,[75-79],2081,1.57923095,,50.82901861
USA,2009,Female,Age80_84,[80-84],3374,1.82423738,,97.9236074
USA,2009,Female,Age85_over,[85+],11287,2.39941157,,315.084734
USA,2009,Female,Age_unknown,[Unknown],0,0,,
USA,2010,All,Age_all,[All],45864,1.85737751,8.56566833,14.84216727
USA,2010,All,Age00,[0],0,0,,0
USA,2010,All,Age01_04,[1-4],0,0,,0
USA,2010,All,Age05_09,[5-9],0,0,,0
USA,2010,All,Age10_14,[10-14],2,0.06743088,,0.00957351
USA,2010,All,Age15_19,[15-19],13,0.11917858,,0.05856657
USA,2010,All,Age20_24,[20-24],48,0.25672568,,0.22078551
USA,2010,All,Age25_29,[25-29],139,0.68439193,,0.66906932
USA,2010,All,Age30_34,[30-34],316,1.43414723,,1.59096357
USA,2010,All,Age35_39,[35-39],556,1.9815389,,2.78189823
USA,2010,All,Age40_44,[40-44],1055,2.50844072,,5.040633
USA,2010,All,Age45_49,[45-49],1945,2.64090483,,8.66404482
USA,2010,All,Age50_54,[50-54],2803,2.55473122,,12.66094544
USA,2010,All,Age55_59,[55-59],3239,2.31297666,,16.42778167
USA,2010,All,Age60_64,[60-64],3388,1.98212113,,20.32952065
USA,2010,All,Age65_69,[65-69],3127,1.64552965,,25.51620748
USA,2010,All,Age70_74,[70-74],3177,1.46247152,,33.9002294
USA,2010,All,Age75_79,[75-79],3967,1.45100349,,54.51871056
USA,2010,All,Age80_84,[80-84],5642,1.60124876,,97.22528816
USA,2010,All,Age85_over,[85+],16439,2.14741237,,303.9095611
USA,2010,All,Age_unknown,[Unknown],8,6.25,,
USA,2010,Male,Age_all,[All],21737,1.76286158,10.04298439,14.24341156
USA,2010,Male,Age00,[0],0,0,,0
USA,2010,Male,Age01_04,[1-4],0,0,,0
USA,2010,Male,Age05_09,[5-9],0,0,,0
USA,2010,Male,Age10_14,[10-14],1,0.05750431,,0.00935275
USA,2010,Male,Age15_19,[15-19],10,0.12690355,,0.08773936
USA,2010,Male,Age20_24,[20-24],37,0.26521396,,0.33315349
USA,2010,Male,Age25_29,[25-29],101,0.69809234,,0.96361633
USA,2010,Male,Age30_34,[30-34],216,1.45995269,,2.1736689
USA,2010,Male,Age35_39,[35-39],380,2.1532185,,3.81010554
USA,2010,Male,Age40_44,[40-44],721,2.78927618,,6.82692615
USA,2010,Male,Age45_49,[45-49],1305,2.9,,11.57430402
USA,2010,Male,Age50_54,[50-54],1804,2.68748324,,16.45526126
USA,2010,Male,Age55_59,[55-59],2196,2.52910894,,22.82644387
USA,2010,Male,Age60_64,[60-64],2195,2.13977247,,27.48344545
USA,2010,Male,Age65_69,[65-69],1865,1.70203057,,32.61619103
USA,2010,Male,Age70_74,[70-74],1699,1.41323063,,38.97552411
USA,2010,Male,Age75_79,[75-79],1916,1.33947609,,60.19175913
USA,2010,Male,Age80_84,[80-84],2356,1.39521387,,101.0304592
USA,2010,Male,Age85_over,[85+],4930,1.78689873,,276.6344862
USA,2010,Male,Age_unknown,[Unknown],5,5.61797753,,
USA,2010,Female,Age_all,[All],24127,1.95165001,7.10631304,15.42641545
USA,2010,Female,Age00,[0],0,0,,0
USA,2010,Female,Age01_04,[1-4],0,0,,0
USA,2010,Female,Age05_09,[5-9],0,0,,0
USA,2010,Female,Age10_14,[10-14],1,0.08149959,,0.00980496
USA,2010,Female,Age15_19,[15-19],3,0.0990753,,0.02777888
USA,2010,Female,Age20_24,[20-24],11,0.23177413,,0.10343628
USA,2010,Female,Age25_29,[25-29],38,0.65046217,,0.36915511
USA,2010,Female,Age30_34,[30-34],100,1.38140627,,1.00755048
USA,2010,Female,Age35_39,[35-39],176,1.69051964,,1.75773674
USA,2010,Female,Age40_44,[40-44],334,2.06058363,,3.2212058
USA,2010,Female,Age45_49,[45-49],640,2.23393487,,5.72751833
USA,2010,Female,Age50_54,[50-54],999,2.34551089,,8.9388878
USA,2010,Female,Age55_59,[55-59],1043,1.96026839,,10.33064195
USA,2010,Female,Age60_64,[60-64],1193,1.74550456,,13.74615269
USA,2010,Female,Age65_69,[65-69],1262,1.56857871,,19.30567492
USA,2010,Female,Age70_74,[70-74],1478,1.52349145,,29.48645488
USA,2010,Female,Age75_79,[75-79],2051,1.57338366,,50.10699346
USA,2010,Female,Age80_84,[80-84],3286,1.79086257,,94.66881472
USA,2010,Female,Age85_over,[85+],11509,2.35055522,,317.3112606
USA,2010,Female,Age_unknown,[Unknown],3,7.69230769,,
USA,2011,All,Age_all,[All],47305,1.88057205,8.60628522,15.18209949
USA,2011,All,Age00,[0],0,0,,0
USA,2011,All,Age01_04,[1-4],1,0.02355158,,0.00596778
USA,2011,All,Age05_09,[5-9],0,0,,0
USA,2011,All,Age10_14,[10-14],1,0.03389831,,0.00480209
USA,2011,All,Age15_19,[15-19],10,0.09439305,,0.04502427
USA,2011,All,Age20_24,[20-24],63,0.33030986,,0.28522643
USA,2011,All,Age25_29,[25-29],135,0.65623177,,0.63928724
USA,2011,All,Age30_34,[30-34],335,1.44546082,,1.66990329
USA,2011,All,Age35_39,[35-39],563,2.04891186,,2.82510639
USA,2011,All,Age40_44,[40-44],1142,2.69244371,,5.52694884
USA,2011,All,Age45_49,[45-49],1980,2.76250802,,8.92179158
USA,2011,All,Age50_54,[50-54],2823,2.53018203,,12.66553639
USA,2011,All,Age55_59,[55-59],3282,2.27486969,,16.30268432
USA,2011,All,Age60_64,[60-64],3563,1.99002474,,20.68772669
USA,2011,All,Age65_69,[65-69],3235,1.67205065,,25.15019565
USA,2011,All,Age70_74,[70-74],3202,1.44509584,,33.26956839
USA,2011,All,Age75_79,[75-79],3892,1.4294319,,53.04519923
USA,2011,All,Age80_84,[80-84],5635,1.59203727,,97.52885928
USA,2011,All,Age85_over,[85+],17440,2.20607303,,306.8449112
USA,2011,All,Age_unknown,[Unknown],3,2.23880597,,
USA,2011,Male,Age_all,[All],22498,1.79270075,10.12852173,14.61632723
USA,2011,Male,Age00,[0],0,0,,0
USA,2011,Male,Age01_04,[1-4],0,0,,0
USA,2011,Male,Age05_09,[5-9],0,0,,0
USA,2011,Male,Age10_14,[10-14],1,0.05558644,,0.0093918
USA,2011,Male,Age15_19,[15-19],7,0.09188763,,0.06144405
USA,2011,Male,Age20_24,[20-24],48,0.33552356,,0.42501037
USA,2011,Male,Age25_29,[25-29],82,0.55812687,,0.76822559
USA,2011,Male,Age30_34,[30-34],228,1.48119275,,2.26950603
USA,2011,Male,Age35_39,[35-39],374,2.15524693,,3.76542642
USA,2011,Male,Age40_44,[40-44],800,3.09334158,,7.68776452
USA,2011,Male,Age45_49,[45-49],1359,3.12313278,,12.17866778
USA,2011,Male,Age50_54,[50-54],1919,2.8139893,,17.35815722
USA,2011,Male,Age55_59,[55-59],2188,2.45486879,,22.25100887
USA,2011,Male,Age60_64,[60-64],2309,2.14766724,,27.93377192
USA,2011,Male,Age65_69,[65-69],1947,1.74817954,,32.41899124
USA,2011,Male,Age70_74,[70-74],1753,1.42632808,,39.23837706
USA,2011,Male,Age75_79,[75-79],1911,1.34226774,,58.98694324
USA,2011,Male,Age80_84,[80-84],2424,1.42318667,,103.5175909
USA,2011,Male,Age85_over,[85+],5147,1.80327582,,269.5223009
USA,2011,Male,Age_unknown,[Unknown],1,1.01010101,,
USA,2011,Female,Age_all,[All],24807,1.96805979,7.07980839,15.7344626
USA,2011,Female,Age00,[0],0,0,,0
USA,2011,Female,Age01_04,[1-4],1,0.05431831,,0.0122108
USA,2011,Female,Age05_09,[5-9],0,0,,0
USA,2011,Female,Age10_14,[10-14],0,0,,0
USA,2011,Female,Age15_19,[15-19],3,0.10080645,,0.02773242
USA,2011,Female,Age20_24,[20-24],15,0.31466331,,0.13896895
USA,2011,Female,Age25_29,[25-29],53,0.90136054,,0.50750475
USA,2011,Female,Age30_34,[30-34],107,1.37479121,,1.06842322
USA,2011,Female,Age35_39,[35-39],189,1.86666667,,1.8907669
USA,2011,Female,Age40_44,[40-44],342,2.06609074,,3.33457063
USA,2011,Female,Age45_49,[45-49],621,2.20525568,,5.62808933
USA,2011,Female,Age50_54,[50-54],904,2.08400572,,8.04737124
USA,2011,Female,Age55_59,[55-59],1094,1.98393268,,10.62301456
USA,2011,Female,Age60_64,[60-64],1254,1.75308607,,14.00049995
USA,2011,Female,Age65_69,[65-69],1288,1.5687803,,18.78362057
USA,2011,Female,Age70_74,[70-74],1449,1.46847194,,28.09832513
USA,2011,Female,Age75_79,[75-79],1981,1.52496055,,48.34649378
USA,2011,Female,Age80_84,[80-84],3211,1.74865352,,93.44521538
USA,2011,Female,Age85_over,[85+],12293,2.43367913,,325.6912162
USA,2011,Female,Age_unknown,[Unknown],2,5.71428571,,
USA,2012,All,Age_all,[All],48896,1.92255745,8.68167394,15.56979847
USA,2012,All,Age00,[0],1,0.00423209,,0.02499283
USA,2012,All,Age01_04,[1-4],1,0.02370792,,0.00599588
USA,2012,All,Age05_09,[5-9],1,0.0428449,,0.00481162
USA,2012,All,Age10_14,[10-14],0,0,,0
USA,2012,All,Age15_19,[15-19],9,0.08933889,,0.04074542
USA,2012,All,Age20_24,[20-24],54,0.28260414,,0.24057583
USA,2012,All,Age25_29,[25-29],150,0.71455793,,0.69863477
USA,2012,All,Age30_34,[30-34],316,1.33903979,,1.55453149
USA,2012,All,Age35_39,[35-39],616,2.25047494,,3.09305998
USA,2012,All,Age40_44,[40-44],1090,2.60827949,,5.32723207
USA,2012,All,Age45_49,[45-49],1761,2.57159129,,8.05215345
USA,2012,All,Age50_54,[50-54],2889,2.60307792,,12.91578986
USA,2012,All,Age55_59,[55-59],3640,2.44331378,,17.70476497
USA,2012,All,Age60_64,[60-64],3828,2.11927276,,21.63303656
USA,2012,All,Age65_69,[65-69],3345,1.62781644,,24.64121434
USA,2012,All,Age70_74,[70-74],3300,1.45466728,,33.30583079
USA,2012,All,Age75_79,[75-79],4015,1.47645034,,53.78786468
USA,2012,All,Age80_84,[80-84],5685,1.63131435,,99.26342523
USA,2012,All,Age85_over,[85+],18189,2.25864174,,307.5499636
USA,2012,All,Age_unknown,[Unknown],6,4.08163265,,
USA,2012,Male,Age_all,[All],23604,1.85315454,10.32883773,15.20976299
USA,2012,Male,Age00,[0],0,0,,0
USA,2012,Male,Age01_04,[1-4],1,0.04175365,,0.01172781
USA,2012,Male,Age05_09,[5-9],0,0,,0
USA,2012,Male,Age10_14,[10-14],0,0,,0
USA,2012,Male,Age15_19,[15-19],6,0.08305648,,0.05302331
USA,2012,Male,Age20_24,[20-24],39,0.27403035,,0.33960062
USA,2012,Male,Age25_29,[25-29],114,0.7624908,,1.04826063
USA,2012,Male,Age30_34,[30-34],231,1.45907024,,2.26675441
USA,2012,Male,Age35_39,[35-39],423,2.43551359,,4.26210688
USA,2012,Male,Age40_44,[40-44],746,2.91850867,,7.2594476
USA,2012,Male,Age45_49,[45-49],1196,2.88979631,,10.8645443
USA,2012,Male,Age50_54,[50-54],1953,2.87938432,,17.56725931
